,bioguide_id,birthdate,cid,comments,congress_office,exit_code,facebook_id,fax,feccandid,first_elected,firstlast,gender,lastname,office,party_x,phone,twitter_id,votesmart_id,webform,website,youtube_url,affiliate,bioguide,crp_id,district,id,image_available,name,party_y,resource_uri,state,title
185,,,,,,,,,,,,,,,,,,,,,,,,,,18620.0,False,"William ""Mo"" Cowan",D,/api/v1/lawmaker/18620/,MA,Sen.
186,,,,,,,,,,,,,,,,,,,,,,,,,,18765.0,,Jackson County Democratic Executive Committee,,/api/v1/lawmaker/18765/,,
187,,,,,,,,,,,,,,,,,,,,,,,,,,18798.0,False,DCCC Jumpstart Members,,/api/v1/lawmaker/18798/,,
188,,,,,,,,,,,,,,,,,,,,,,,,,,18735.0,,Steve Lonegan for Senate,,/api/v1/lawmaker/18735/,,
189,,,,,,,,,,,,,,,,,,,,,,,,,,18664.0,,Young Elected Officials Network,,/api/v1/lawmaker/18664/,,
190,,,,,,,,,,,,,,,,,,,,,,Andy Harris (R-MD),,,,18630.0,False,,,/api/v1/lawmaker/18630/,,Chesapeake PAC
191,,,,,,,,,,,,,,,,,,,,,,,,,,18618.0,False,Organizing for Action,,/api/v1/lawmaker/18618/,,
192,,,,,,,,,,,,,,,,,,,,,,,,,,18604.0,False,Republican Party of Polk County (IA),,/api/v1/lawmaker/18604/,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,18623.0,False,Gabriel Gomez,R,/api/v1/lawmaker/18623/,MA,
194,,,,,,,,,,,,,,,,,,,,,,,,,,18587.0,False,Terry McAuliffe,D,/api/v1/lawmaker/18587/,VA,
195,,,,,,,,,,,,,,,,,,,,,,,,,,18613.0,False,Joe Lhota,R,/api/v1/lawmaker/18613/,NY,Cand. for Mayor
196,,,,,,,,,,,,,,,,,,,,,,,,,,18489.0,False,Durbin Hoyer Fund,,/api/v1/lawmaker/18489/,,
197,,,,,,,,,,,,,,,,,,,,,,,,,,18280.0,False,Bob McDonnell,R,/api/v1/lawmaker/18280/,VA,Gov.
198,,,,,,,,,,,,,,,,,,,,,,,,,,18279.0,False,Virginia Victory 2012,,/api/v1/lawmaker/18279/,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,18606.0,False,Mead Treadwell,R,/api/v1/lawmaker/18606/,AK,Lt. Gov.
200,,,,,,,,,,,,,,,,,,,,,,,,,02,18278.0,False,Vin Weber,R,/api/v1/lawmaker/18278/,MN,former Rep.
201,,,,,,,,,,,,,,,,,,,,,,,,,,18592.0,False,George Gascon,,/api/v1/lawmaker/18592/,,SF Dist. Attorn
202,,,,,,,,,,,,,,,,,,,,,,,,,,18530.0,False,Nikki Haley,R,/api/v1/lawmaker/18530/,SC,Governor
203,,,,,,,,,,,,,,,,,,,,,,,,,,17807.0,False,Adrian M. Fenty,D,/api/v1/lawmaker/17807/,DC,Mayor
204,,,,,,,,,,,,,,,,,,,,,,,,,,17821.0,False,Democratic Women 2010,,/api/v1/lawmaker/17821/,,
205,,,,,,,,,,,,,,,,,,,,,,,,,7,17828.0,False,Brian Rooney,R,/api/v1/lawmaker/17828/,MI,
206,,,,,,,,,,,,,,,,,,,,,,,,,3,17839.0,False,Jamie Herrera,R,/api/v1/lawmaker/17839/,WA,Rep.
207,,,,,,,,,,,,,,,,,,,,,,,,,35,18574.0,False,Letitia James,D,/api/v1/lawmaker/18574/,NY,Councilmember
208,,,,,,,,,,,,,,,,,,,,,,,,,,17843.0,False,Bruce Blakeman,R,/api/v1/lawmaker/17843/,NY,
209,,,,,,,,,,,,,,,,,,,,,,,,,,17845.0,False,Elizabeth Ames Jones,R,/api/v1/lawmaker/17845/,TX,Hon.
210,,,,,,,,,,,,,,,,,,,,,,,,,,17846.0,False,Business Council for Sustainable Energy,,/api/v1/lawmaker/17846/,,
211,,,,,,,,,,,,,,,,,,,,,,,,,,17847.0,False,David Hayes,,/api/v1/lawmaker/17847/,,Deputy Secretar
212,,,,,,,,,,,,,,,,,,,,,,,,,,17848.0,False,Clinton-Bush Haiti Fund,,/api/v1/lawmaker/17848/,,
213,,,,,,,,,,,,,,,,,,,,,,,,,,17850.0,False,Montana Democratic Party,D,/api/v1/lawmaker/17850/,MT,
214,,,,,,,,,,,,,,,,,,,,,,,,,10,17852.0,False,Robert Dold,R,/api/v1/lawmaker/17852/,IL,
215,,,,,,,,,,,,,,,,,,,,,,,,,11,17854.0,False,Patrick Herrity,R,/api/v1/lawmaker/17854/,VA,
216,,,,,,,,,,,,,,,,,,,,,,,,,4,17855.0,False,Brandt Hershman,R,/api/v1/lawmaker/17855/,IN,
217,,,,,,,,,,,,,,,,,,,,,,,,,19,17857.0,False,Richard Pombo,R,/api/v1/lawmaker/17857/,CA,
218,,,,,,,,,,,,,,,,,,,,,,,,,,17858.0,False,Dan Coats,R,/api/v1/lawmaker/17858/,IN,Sen.
219,,,,,,,,,,,,,,,,,,,,,,,,,8,17861.0,False,Roy Herron,D,/api/v1/lawmaker/17861/,TN,
220,,,,,,,,,,,,,,,,,,,,,,,,,21,17863.0,False,Carol Liu,D,/api/v1/lawmaker/17863/,CA,Sen.
221,,,,,,,,,,,,,,,,,,,,,,,,,,17865.0,False,Tom Corbett,R,/api/v1/lawmaker/17865/,PA,Att. Gen.
222,,,,,,,,,,,,,,,,,,,,,,,,,1,17871.0,False,Princella Smith,R,/api/v1/lawmaker/17871/,AR,
223,,,,,,,,,,,,,,,,,,,,,,,,,10,17873.0,False,Chris Cates,R,/api/v1/lawmaker/17873/,GA,
224,,,,,,,,,,,,,,,,,,,,,,,,,,17874.0,False,Sarah Palin,R,/api/v1/lawmaker/17874/,AK,Gov.
225,,,,,,,,,,,,,,,,,,,,,,,,,,17876.0,False,Pennsylvania Democratic Delegation,,/api/v1/lawmaker/17876/,,
226,,,,,,,,,,,,,,,,,,,,,,,,,,17878.0,False,Jerry Sanders,R,/api/v1/lawmaker/17878/,CA,Mayor
227,,,,,,,,,,,,,,,,,,,,,,,,,3,17890.0,False,Vernon Parker,R,/api/v1/lawmaker/17890/,AZ,
228,,,,,,,,,,,,,,,,,,,,,,,,,7,17892.0,False,Rob Woodall,R,/api/v1/lawmaker/17892/,GA,
229,,,,,,,,,,,,,,,,,,,,,,,,,1,17893.0,False,Michelle Rollins,R,/api/v1/lawmaker/17893/,DE,
230,,,,,,,,,,,,,,,,,,,,,,,,,,17895.0,False,Donald Carcieri,R,/api/v1/lawmaker/17895/,RI,Gov.
231,,,,,,,,,,,,,,,,,,,,,,,,,,17896.0,False,California GOP Delegation,,/api/v1/lawmaker/17896/,,
232,,,,,,,,,,,,,,,,,,,,,,,,,24,17897.0,False,Richard Hanna ,R,/api/v1/lawmaker/17897/,NY,Rep.
233,,,,,,,,,,,,,,,,,,,,,,,,,8,17903.0,False,Harold Johnson,R,/api/v1/lawmaker/17903/,NC,
234,,,,,,,,,,,,,,,,,,,,,,,,,,17902.0,False,Lee Fisher,D,/api/v1/lawmaker/17902/,OH,
235,,,,,,,,,,,,,,,,,,,,,,,,,,17905.0,False,Dino Rossi,R,/api/v1/lawmaker/17905/,WA,
236,,,,,,,,,,,,,,,,,,,,,,,,,8,17906.0,False,Trent Van Haaften,D,/api/v1/lawmaker/17906/,IN,
237,,,,,,,,,,,,,,,,,,,,,,,,,07,17908.0,False,Illario Pantano,R,/api/v1/lawmaker/17908/,NC,
238,,,,,,,,,,,,,,,,,,,,,,,,,01,17909.0,False,Dean Scontras,R,/api/v1/lawmaker/17909/,ME,
239,,,,,,,,,,,,,,,,,,,,,,,,,09,17910.0,False,Morgan Griffith,R,/api/v1/lawmaker/17910/,VA,Rep.
240,,,,,,,,,,,,,,,,,,,,,,,,,03,17911.0,False,Sam Crump,R,/api/v1/lawmaker/17911/,AZ,
241,,,,,,,,,,,,,,,,,,,,,,,,,,17913.0,False,The Capitol Hill Club,,/api/v1/lawmaker/17913/,,
242,,,,,,,,,,,,,,,,,,,,,,,,,,17915.0,False,National Democratic Club,,/api/v1/lawmaker/17915/,,
243,,,,,,,,,,,,,,,,,,,,,,,,,33,17917.0,False,Karen Bass,D,/api/v1/lawmaker/17917/,CA,Rep.
244,,,,,,,,,,,,,,,,,,,,,,,,,03,17918.0,False,Stephene Moore,D,/api/v1/lawmaker/17918/,KS,
245,,,,,,,,,,,,,,,,,,,,,,,,,01,17920.0,False,Chad Causey,D,/api/v1/lawmaker/17920/,AR,
246,,,,,,,,,,,,,,,,,,,,,,,,,02,17921.0,False,Joyce Elliott,D,/api/v1/lawmaker/17921/,AR,
247,,,,,,,,,,,,,,,,,,,,,,,,,07,17923.0,False,Julie Lassa,D,/api/v1/lawmaker/17923/,WI,
248,,,,,,,,,,,,,,,,,,,,,,,,,01,17924.0,False,Gary McDowell,D,/api/v1/lawmaker/17924/,MI,
249,,,,,,,,,,,,,,,,,,,,,,,,,01,17925.0,False,Mike Oliverio,D,/api/v1/lawmaker/17925/,WV,
250,,,,,,,,,,,,,,,,,,,,,,,,,,17926.0,False,House Democratic Chairmen,,/api/v1/lawmaker/17926/,,
251,,,,,,,,,,,,,,,,,,,,,,,,,01,17927.0,False,Raul Labrador,R,/api/v1/lawmaker/17927/,ID,Rep.
252,,,,,,,,,,,,,,,,,,,,,,Rep. James Moran (VA-08,,,,17928.0,False,,,/api/v1/lawmaker/17928/,,Virginia Leader
253,,,,,,,,,,,,,,,,,,,,,,,,,,17939.0,False,Democratic National Committee,,/api/v1/lawmaker/17939/,,
254,,,,,,,,,,,,,,,,,,,,,,,,,,17943.0,False,Pennsylvania GOP Delegation,,/api/v1/lawmaker/17943/,,
255,,,,,,,,,,,,,,,,,,,,,,,,,,17944.0,False,NY Congressional Delegation,,/api/v1/lawmaker/17944/,,
256,,,,,,,,,,,,,,,,,,,,,,,,,,17957.0,False,Scott McAdams,D,/api/v1/lawmaker/17957/,AK,
257,,,,,,,,,,,,,,,,,,,,,,,,,03,17958.0,False,Todd Lally,R,/api/v1/lawmaker/17958/,KY,
258,,,,,,,,,,,,,,,,,,,,,,,,,01,17959.0,False,Ben Lange,R,/api/v1/lawmaker/17959/,IA,
259,,,,,,,,,,,,,,,,,,,,,,,,,01,17960.0,False,John Loughlin,R,/api/v1/lawmaker/17960/,RI,
260,,,,,,,,,,,,,,,,,,,,,,,,,,17965.0,False,Ohio Victory Fund,,/api/v1/lawmaker/17965/,,
261,,,,,,,,,,,,,,,,,,,,,,,,,,17979.0,False,,,/api/v1/lawmaker/17979/,,PAT PAC 
262,,,,,,,,,,,,,,,,,,,,,,,,,,17980.0,False,,,/api/v1/lawmaker/17980/,,PAT PAC 
263,,,,,,,,,,,,,,,,,,,,,,,,,,17982.0,False,The Alaska Voter Protection Fund,,/api/v1/lawmaker/17982/,,
264,,,,,,,,,,,,,,,,,,,,,,,,,,17984.0,False,,,/api/v1/lawmaker/17984/,,Opportunity Vir
265,,,,,,,,,,,,,,,,,,,,,,,,,,17988.0,False,Opportunity Virginia PAC ,,/api/v1/lawmaker/17988/,,
266,,,,,,,,,,,,,,,,,,,,,,,,,,17993.0,False,The House Democratic Leadership of the 112th Congress,,/api/v1/lawmaker/17993/,,
267,,,,,,,,,,,,,,,,,,,,,,,,,,18013.0,False,GOP Women Candidates,R,/api/v1/lawmaker/18013/,,
268,,,,,,,,,,,,,,,,,,,,,,,,,,18014.0,False,Steve Daines,R,/api/v1/lawmaker/18014/,MT,
269,,,,,,,,,,,,,,,,,,,,,,,,,,18019.0,False,Pat Roberts Victory Committee,,/api/v1/lawmaker/18019/,,
270,,,,,,,,,,,,,,,,,,,,,,,,,26,18023.0,False,Jane Corwin,R,/api/v1/lawmaker/18023/,NY,
271,,,,,,,,,,,,,,,,,,,,,,,,,,18030.0,False,Alaska Voter Defense Fund,,/api/v1/lawmaker/18030/,,
272,,,,,,,,,,,,,,,,,,,,,,,,,,18031.0,False,,,/api/v1/lawmaker/18031/,,SCOTT PAC
273,,,,,,,,,,,,,,,,,,,,,,,,,,18033.0,False,United for Progress Leadership Committee,,/api/v1/lawmaker/18033/,,
274,,,,,,,,,,,,,,,,,,,,,,,,,,18034.0,False,Common Sense Colorado PAC,,/api/v1/lawmaker/18034/,,
275,,,,,,,,,,,,,,,,,,,,,,,,,,18035.0,False,JOE PAC,,/api/v1/lawmaker/18035/,,
276,,,,,,,,,,,,,,,,,,,,,,,,,3,18037.0,False,Mike Kelly,R,/api/v1/lawmaker/18037/,PA,Rep.
277,,,,,,,,,,,,,,,,,,,,,,,,,,18040.0,False,Kelly PAC,,/api/v1/lawmaker/18040/,,
278,,,,,,,,,,,,,,,,,,,,,,,,,,18041.0,False,George Lemieux,R,/api/v1/lawmaker/18041/,,
279,,,,,,,,,,,,,,,,,,,,,,,,,,18042.0,False,LEE PAC,,/api/v1/lawmaker/18042/,,
280,,,,,,,,,,,,,,,,,,,,,,,,,,18049.0,False,Populist Caucus PAC,,/api/v1/lawmaker/18049/,,
281,,,,,,,,,,,,,,,,,,,,,,,,,2,18612.0,False,Gwen Graham,D,/api/v1/lawmaker/18612/,FL,Cand.
282,,,,,,,,,,,,,,,,,,,,,,,,,,18056.0,False,Illinois Republican Party,,/api/v1/lawmaker/18056/,,
283,,,,,,,,,,,,,,,,,,,,,,,,,,18057.0,False,Consortium of Catholic Acadamies,,/api/v1/lawmaker/18057/,,
284,,,,,,,,,,,,,,,,,,,,,,,,,,18061.0,False,Kate Marshall,,/api/v1/lawmaker/18061/,,
285,,,,,,,,,,,,,,,,,,,,,,Rob Portman,,,,18064.0,False,Promoting Our Republican Team PAC,,/api/v1/lawmaker/18064/,,
286,,,,,,,,,,,,,,,,,,,,,,,,,,18070.0,False,Jon Huntsman,,/api/v1/lawmaker/18070/,,
287,,,,,,,,,,,,,,,,,,,,,,,,,,18071.0,False,Christie Vilsack,,/api/v1/lawmaker/18071/,,
288,,,,,,,,,,,,,,,,,,,,,,,,,,18072.0,False,John Douglass,,/api/v1/lawmaker/18072/,,
289,,,,,,,,,,,,,,,,,,,,,,,,,,18073.0,False,Earl Ray Tomblin,,/api/v1/lawmaker/18073/,,
290,,,,,,,,,,,,,,,,,,,,,,C00144261,,,,18085.0,False,Appraisal Institute PAC,,/api/v1/lawmaker/18085/,,
291,,,,,,,,,,,,,,,,,,,,,,Sen. Lamar Alexander,,,,18086.0,False,Tennessee Senate Victory Fund,,/api/v1/lawmaker/18086/,TN,
292,,,,,,,,,,,,,,,,,,,,,,Sen. Thad Cochran,,,,18087.0,False,Citizens for Cochran,,/api/v1/lawmaker/18087/,,
293,,,,,,,,,,,,,,,,,,,,,,,,,,18091.0,False,Republican Senate Chiefs of Staff,R,/api/v1/lawmaker/18091/,,
294,,,,,,,,,,,,,,,,,,,,,,Pete Sessions,,,,18095.0,False,Pete PAC,,/api/v1/lawmaker/18095/,,
295,,,,,,,,,,,,,,,,,,,,,,,,,,18717.0,,Nancy Jacobs,,/api/v1/lawmaker/18717/,,State Sen.
296,,,,,,,,,,,,,,,,,,,,,,Lynn Woosley,,,,18098.0,False,People PAC,D,/api/v1/lawmaker/18098/,CA,
297,,,,,,,,,,,,,,,,,,,,,,Sen. Jim DeMint,,,,18100.0,False,,R,/api/v1/lawmaker/18100/,,SCF PAC
298,,,,,,,,,,,,,,,,,,,,,,Sen Jim DeMint,,,,18101.0,False,SFC PAC,R,/api/v1/lawmaker/18101/,,
299,,,,,,,,,,,,,,,,,,,,,,Sen. Pat Roberts,,,,18102.0,False,,,/api/v1/lawmaker/18102/,,PAT PAC
300,,,,,,,,,,,,,,,,,,,,,,Pat Roberts,,,,18103.0,False,PAT PAC,R,/api/v1/lawmaker/18103/,KS,
301,,,,,,,,,,,,,,,,,,,,,,Mary Landrieu,,,,18104.0,False,Jazz PAC,D,/api/v1/lawmaker/18104/,LA,
302,,,,,,,,,,,,,,,,,,,,,,,,,10,18105.0,False,Brad Schneider,D,/api/v1/lawmaker/18105/,IL,
303,,,,,,,,,,,,,,,,,,,,,,,,,,18113.0,False,,,/api/v1/lawmaker/18113/,,Citizens for Co
304,,,,,,,,,,,,,,,,,,,,,,,,,,18114.0,False,,,/api/v1/lawmaker/18114/,,TAC PAC
305,,,,,,,,,,,,,,,,,,,,,,,,,,18124.0,False,,,/api/v1/lawmaker/18124/,,Yo! Pac
306,,,,,,,,,,,,,,,,,,,,,,,,,,18126.0,False,Constitutional Conservatives Fund,,/api/v1/lawmaker/18126/,,
307,,,,,,,,,,,,,,,,,,,,,,,,,,18129.0,False,First Team PAC,,/api/v1/lawmaker/18129/,,
308,,,,,,,,,,,,,,,,,,,,,,,,,,18600.0,False,John Catsimatidis,R,/api/v1/lawmaker/18600/,NY,Cand./NYC Mayor
309,,,,,,,,,,,,,,,,,,,,,,,,,,18131.0,False,Christina Romer ,,/api/v1/lawmaker/18131/,,
310,,,,,,,,,,,,,,,,,,,,,,,,,,18134.0,False,,,/api/v1/lawmaker/18134/,,Donald Rumsfeld
311,,,,,,,,,,,,,,,,,,,,,,,,,,18135.0,False,Donald Rumsfeld,,/api/v1/lawmaker/18135/,,
312,,,,,,,,,,,,,,,,,,,,,,,,,,18136.0,False,Christine C. Quinn,,/api/v1/lawmaker/18136/,,NYC Council Spe
313,,,,,,,,,,,,,,,,,,,,,,,,,,18139.0,False,NDN,,/api/v1/lawmaker/18139/,,
314,,,,,,,,,,,,,,,,,,,,,,,,,,18573.0,False,National Press Club,,/api/v1/lawmaker/18573/,,
315,,,,,,,,,,,,,,,,,,,,,,,,,,18143.0,False,Republican National Committee,,/api/v1/lawmaker/18143/,,
316,,,,,,,,,,,,,,,,,,,,,,,,,,18144.0,False,Republican Party of Iowa,,/api/v1/lawmaker/18144/,,
317,,,,,,,,,,,,,,,,,,,,,,,,,,18148.0,False,Thaddeus McCotter,,/api/v1/lawmaker/18148/,,
318,,,,,,,,,,,,,,,,,,,,,,,,,,18156.0,False,Madeleine Albright,,/api/v1/lawmaker/18156/,,
319,,,,,,,,,,,,,,,,,,,,,,,,,,18159.0,False,,,/api/v1/lawmaker/18159/,,
320,,,,,,,,,,,,,,,,,,,,,,,,,,18160.0,False,Horizon PAC,,/api/v1/lawmaker/18160/,,
321,,,,,,,,,,,,,,,,,,,,,,,,,,18164.0,False,Jeff Mullen,R,/api/v1/lawmaker/18164/,IA,
322,,,,,,,,,,,,,,,,,,,,,,,,,,18165.0,False,Haley Barbour,R,/api/v1/lawmaker/18165/,MS,Gov.
323,,,,,,,,,,,,,,,,,,,,,,,,,,18167.0,False,David Dewhurst,R,/api/v1/lawmaker/18167/,TX,
324,,,,,,,,,,,,,,,,,,,,,,,,,,18171.0,False,Horry County Republican Party,,/api/v1/lawmaker/18171/,,
325,,,,,,,,,,,,,,,,,,,,,,,,,,18170.0,False,DC Young Republicans,,/api/v1/lawmaker/18170/,,
326,,,,,,,,,,,,,,,,,,,,,,,,,,18172.0,False,South Carolina Republican Party,,/api/v1/lawmaker/18172/,,
327,,,,,,,,,,,,,,,,,,,,,,,,,,18173.0,False,Myrtle Beach Republican Women's Club,,/api/v1/lawmaker/18173/,,
328,,,,,,,,,,,,,,,,,,,,,,,,,,18593.0,False,"C.L. ""Butch"" Otter",R,/api/v1/lawmaker/18593/,ID,Gov.
329,,,,,,,,,,,,,,,,,,,,,,,,,,18175.0,False,Anita Perry,,/api/v1/lawmaker/18175/,,
330,,,,,,,,,,,,,,,,,,,,,,,,,,18176.0,False,Greenville Co.  Republican Party,,/api/v1/lawmaker/18176/,,
331,,,,,,,,,,,,,,,,,,,,,,,,,,18177.0,False,Spartanburg Co. Republican Party,,/api/v1/lawmaker/18177/,,
332,,,,,,,,,,,,,,,,,,,,,,,,,,18178.0,False,,,/api/v1/lawmaker/18178/,,STAPAC
333,,,,,,,,,,,,,,,,,,,,,,,,,,18179.0,False,Stand Tall American PAC (STAPAC),,/api/v1/lawmaker/18179/,,
334,,,,,,,,,,,,,,,,,,,,,,,,,,18180.0,False,Travis County Democratic Party Coordinated Campaign,,/api/v1/lawmaker/18180/,,
335,,,,,,,,,,,,,,,,,,,,,,,,,,18181.0,False,Florence Co. GOP,,/api/v1/lawmaker/18181/,,
336,,,,,,,,,,,,,,,,,,,,,,,,,,18182.0,False,Florence Co. GOP,,/api/v1/lawmaker/18182/,,
337,,,,,,,,,,,,,,,,,,,,,,,,,,18183.0,False,Greenville Co. and Spartanburg Co. Republican Party,,/api/v1/lawmaker/18183/,,
338,,,,,,,,,,,,,,,,,,,,,,,,,,18184.0,False,Aiken County Republican Party,,/api/v1/lawmaker/18184/,,
339,,,,,,,,,,,,,,,,,,,,,,,,,,18185.0,False,RAD-PAC,,/api/v1/lawmaker/18185/,,
340,,,,,,,,,,,,,,,,,,,,,,,,,,18186.0,False,Warren County Republicans,,/api/v1/lawmaker/18186/,,
341,,,,,,,,,,,,,,,,,,,,,,,,,,18575.0,False,John Liu,D,/api/v1/lawmaker/18575/,NY,Comptroller
342,,,,,,,,,,,,,,,,,,,,,,,,,,18189.0,False,The Weld County Republican Party,,/api/v1/lawmaker/18189/,,
343,,,,,,,,,,,,,,,,,,,,,,,,,,18190.0,False,Hank Brown,R,/api/v1/lawmaker/18190/,CO,Sen.
344,,,,,,,,,,,,,,,,,,,,,,,,,S1,18191.0,False,Jon Bruning,R,/api/v1/lawmaker/18191/,NE,Attorney Genera
345,,,,,,,,,,,,,,,,,,,,,,,,,S1,18192.0,False,Jon Bruning,R,/api/v1/lawmaker/18192/,NE,Attorney Genera
346,,,,,,,,,,,,,,,,,,,,,,,,,,18720.0,,Roraback for Congress,,/api/v1/lawmaker/18720/,,
347,,,,,,,,,,,,,,,,,,,,,,,,,17,18194.0,False,Cheri Callahan Bustos ,D,/api/v1/lawmaker/18194/,IL,
348,,,,,,,,,,,,,,,,,,,,,,,,,,18195.0,False,The Jackson County Republican Party,,/api/v1/lawmaker/18195/,,
349,,,,,,,,,,,,,,,,,,,,,,,,,,18196.0,False,J.C. Watts,R,/api/v1/lawmaker/18196/,,Rep.
350,,,,,,,,,,,,,,,,,,,,,,,,,,18197.0,False,Jeff McWaters,R,/api/v1/lawmaker/18197/,VA,State Sen.
351,,,,,,,,,,,,,,,,,,,,,,,,,,18199.0,False,"100 Black Men of New Jersey, Inc. ",,/api/v1/lawmaker/18199/,,
352,,,,,,,,,,,,,,,,,,,,,,,,,,18200.0,False,"The National Coalition of 100 Black Women, Bergen/Passaic Chapter",,/api/v1/lawmaker/18200/,,
353,,,,,,,,,,,,,,,,,,,,,,,,,,18201.0,False,"The National Coalition of 100 Black Women, Southern New Jersey Chapter",,/api/v1/lawmaker/18201/,,
354,,,,,,,,,,,,,,,,,,,,,,,,,,18203.0,False,Michelle Obama,,/api/v1/lawmaker/18203/,,First Lady
355,,,,,,,,,,,,,,,,,,,,,,Eric Cantor,,,,18453.0,False,YG Network (Non-profit),,/api/v1/lawmaker/18453/,,
356,,,,,,,,,,,,,,,,,,,,,,,,,,18722.0,,Senate District 33 Republican Executive Committee,,/api/v1/lawmaker/18722/,,
357,,,,,,,,,,,,,,,,,,,,,,,,,,18210.0,False,Women Members of the House Democratic Caucus,,/api/v1/lawmaker/18210/,,
358,,,,,,,,,,,,,,,,,,,,,,,,,,18211.0,False,Members of the Senate Democratic Caucus,,/api/v1/lawmaker/18211/,,
359,,,,,,,,,,,,,,,,,,,,,,,,,,18214.0,False,Boehner for Speaker,,/api/v1/lawmaker/18214/,,
360,,,,,,,,,,,,,,,,,,,,,,,,,,18215.0,False,Steve Benjamin,,/api/v1/lawmaker/18215/,,Mayor
361,,,,,,,,,,,,,,,,,,,,,,,,,,18216.0,False,The Bass Chabot Committee,,/api/v1/lawmaker/18216/,,
362,,,,,,,,,,,,,,,,,,,,,,,,,,18217.0,False,Reclaim America PAC,,/api/v1/lawmaker/18217/,,
363,,,,,,,,,,,,,,,,,,,,,,,,,,18218.0,False,DEFNED AMERICA PAC,,/api/v1/lawmaker/18218/,,
364,,,,,,,,,,,,,,,,,,,,,,,,,,18220.0,False,Tommy Thompson,R,/api/v1/lawmaker/18220/,WI,Gov.
365,,,,,,,,,,,,,,,,,,,,,,,,,,18221.0,False,Don Stenberg,R,/api/v1/lawmaker/18221/,NE,
366,,,,,,,,,,,,,,,,,,,,,,,,,,18223.0,False,Financial Policy Council,,/api/v1/lawmaker/18223/,,
367,,,,,,,,,,,,,,,,,,,,,,,,,,18227.0,False,VETPAC,,/api/v1/lawmaker/18227/,,
368,,,,,,,,,,,,,,,,,,,,,,,,,,18233.0,False,Biggert-Dold Victory Committee,,/api/v1/lawmaker/18233/,,
369,,,,,,,,,,,,,,,,,,,,,,,,,,18234.0,False,Virginia Senate 2012,,/api/v1/lawmaker/18234/,,
370,,,,,,,,,,,,,,,,,,,,,,,,,,18236.0,False,Leave No Veteran Behind,,/api/v1/lawmaker/18236/,,
371,,,,,,,,,,,,,,,,,,,,,,,,,,18245.0,False,DCCC Frontline Members,,/api/v1/lawmaker/18245/,,
372,,,,,,,,,,,,,,,,,,,,,,,,,,18247.0,False,Bob Dole,R,/api/v1/lawmaker/18247/,KS,Sen.
373,,,,,,,,,,,,,,,,,,,,,,,,,,18250.0,False,Minnesota Senate Victory Committee,,/api/v1/lawmaker/18250/,,
374,,,,,,,,,,,,,,,,,,,,,,,,,16,18254.0,False,Sandre Swanson,,/api/v1/lawmaker/18254/,AD,Assembly Member
375,,,,,,,,,,,,,,,,,,,,,,,,,,18256.0,False,Yiaway Yeh,,/api/v1/lawmaker/18256/,,Mayor
376,,,,,,,,,,,,,,,,,,,,,,,,,,18261.0,False,Republican Party of Pennsylvania,,/api/v1/lawmaker/18261/,,
377,,,,,,,,,,,,,,,,,,,,,,,,,,18264.0,False,California Democratic Party,,/api/v1/lawmaker/18264/,,
378,,,,,,,,,,,,,,,,,,,,,,,,,,18266.0,False,New Hampshire Republican State Committee,,/api/v1/lawmaker/18266/,,
379,,,,,,,,,,,,,,,,,,,,,,,,,,18268.0,False,Heartland Victory Fund,,/api/v1/lawmaker/18268/,,
380,,,,,,,,,,,,,,,,,,,,,,,,,,18270.0,False,Alabama Republican Party,,/api/v1/lawmaker/18270/,,
381,,,,,,,,,,,,,,,,,,,,,,,,,,18271.0,False,Arne Duncan,,/api/v1/lawmaker/18271/,,
382,,,,,,,,,,,,,,,,,,,,,,,,,,18272.0,False,Shaun Donovan ,,/api/v1/lawmaker/18272/,,Hon.
383,,,,,,,,,,,,,,,,,,,,,,,,,,18273.0,False,Richard Danzig,,/api/v1/lawmaker/18273/,,
384,,,,,,,,,,,,,,,,,,,,,,,,,,18274.0,False,Steve Grossman,,/api/v1/lawmaker/18274/,,
385,,,,,,,,,,,,,,,,,,,,,,,,,,18275.0,False,David Pennington ,,/api/v1/lawmaker/18275/,,Mayor
386,,,,,,,,,,,,,,,,,,,,,,,,,04,18276.0,False,C.Thomas McMillen,D,/api/v1/lawmaker/18276/,MD,former Rep.
387,,,,,,,,,,,,,,,,,,,,,,,,,08,18282.0,False,John Thrasher,R,/api/v1/lawmaker/18282/,FL,State Senator
388,,,,,,,,,,,,,,,,,,,,,,,,,,18283.0,False,John Peyton,R,/api/v1/lawmaker/18283/,,Mayor
389,,,,,,,,,,,,,,,,,,,,,,,,,18,18284.0,False,Joe Arnall,R,/api/v1/lawmaker/18284/,FL,former State Re
390,,,,,,,,,,,,,,,,,,,,,,,,,13,18285.0,False,Daniel Davis,R,/api/v1/lawmaker/18285/,FL,State Rep.
391,,,,,,,,,,,,,,,,,,,,,,,,,12,18286.0,False,Aaron Bean,R,/api/v1/lawmaker/18286/,FL,former State Re
392,,,,,,,,,,,,,,,,,,,,,,,,,,18288.0,False,Karyn Polito,R,/api/v1/lawmaker/18288/,MA,Cand. for State
393,,,,,,,,,,,,,,,,,,,,,,,,,,18291.0,False,Bill McCollum,R,/api/v1/lawmaker/18291/,FL,Att. Gen.
